,code,name1,name2,type,name3
21891,519087,XHYXFHHH,新华优选分红混合,混合型-灵活,XINHUAYOUXUANFENHONGHUNHE
21892,519088,XHYXFHHH,新华优选分红混合(后端),混合型-灵活,XINHUAYOUXUANFENHONGHUNHE
21893,519089,XHYXCZHH,新华优选成长混合,混合型-偏股,XINHUAYOUXUANCHENGZHANGHUNHE
21894,519091,XHFZYYSHH,新华泛资源优势混合,混合型-灵活,XINHUAFANZIYUANYOUSHIHUNHE
21895,519093,XHZSPZQYHH,新华钻石品质企业混合,混合型-偏股,XINHUAZUANSHIPINZHIQIYEHUNHE
21896,519095,XHHYZQLHHHA,新华行业周期轮换混合A,混合型-偏股,XINHUAHANGYEZHOUQILUNHUANHUNHEA
21897,519097,XHZXSZYXHH,新华中小市值优选混合,混合型-偏股,XINHUAZHONGXIAOSHIZHIYOUXUANHUNHE
21898,519100,CSZZA100ZS,长盛中证A100指数,指数型-股票,CHANGSHENGZHONGZHENGA100ZHISHU
21899,519110,PYASJZCZHHA,浦银安盛价值成长混合A,混合型-偏股,PUYINANSHENGJIAZHICHENGZHANGHUNHEA
21900,519111,PYASYHSYZQA,浦银安盛优化收益债券A,债券型-混合二级,PUYINANSHENGYOUHUASHOUYIZHAIQUANA
21901,519112,PYASYHSYZQC,浦银安盛优化收益债券C,债券型-混合二级,PUYINANSHENGYOUHUASHOUYIZHAIQUANC
21902,519113,PYASJZSHHHA,浦银安盛精致生活混合A,混合型-灵活,PUYINANSHENGJINGZHISHENGHUOHUNHEA
21903,519115,PYASHLJXHHA,浦银安盛红利精选混合A,混合型-偏股,PUYINANSHENGHONGLIJINGXUANHUNHEA
21904,519116,PYASHS300ZSZQA,浦银安盛沪深300指数增强A,指数型-股票,PUYINANSHENGHUSHEN300ZHISHUZENGQIANGA
21905,519118,PYASXFHBDKZA,浦银安盛幸福回报定开债A,债券型-长债,PUYINANSHENGXINGFUHUIBAODINGKAIZHAIA
21906,519119,PYASXFHBDKZB,浦银安盛幸福回报定开债B,债券型-长债,PUYINANSHENGXINGFUHUIBAODINGKAIZHAIB
21907,519120,PYASXXCYHHA,浦银安盛新兴产业混合A,混合型-灵活,PUYINANSHENGXINXINGCHANYEHUNHEA
21908,519121,PYAS6GYCYQZQA,浦银安盛6个月持有期债券A,债券型-混合一级,PUYINANSHENG6GEYUECHIYOUQIZHAIQUANA
21909,519122,PYAS6GYCYQZQC,浦银安盛6个月持有期债券C,债券型-混合一级,PUYINANSHENG6GEYUECHIYOUQIZHAIQUANC
21910,519125,PYASXFSJHHA,浦银安盛消费升级混合A,混合型-灵活,PUYINANSHENGXIAOFEISHENGJIHUNHEA
21911,519126,PYASXJJJGHHA,浦银安盛新经济结构混合A,混合型-灵活,PUYINANSHENGXINJINGJIJIEGOUHUNHEA
21912,519127,PYSSA,浦银盛世A,混合型-灵活,PUYINSHENGSHIA
21913,519130,HFTXNXHHA,海富通新内需混合A,混合型-灵活,HAIFUTONGXINNEIXUHUNHEA
21914,519133,HFTGGQDHH,海富通改革驱动混合,混合型-灵活,HAIFUTONGGAIGEQUDONGHUNHE
21915,519136,HFTRFZQX,海富通瑞丰债券型,债券型-混合二级,HAIFUTONGRUIFENGZHAIQUANXING
21916,519137,HFTRFZQA,海富通瑞福债券A,债券型-混合一级,HAIFUTONGRUIFUZHAIQUANA
21917,519138,HFTRXYNDKZQ,海富通瑞祥一年定开债券,债券型-长债,HAIFUTONGRUIXIANGYINIANDINGKAIZHAIQUAN
21918,519139,HFTHGSHHA,海富通沪港深混合A,混合型-灵活,HAIFUTONGHUGANGSHENHUNHEA
21919,519150,XHYXXFHH,新华优选消费混合,混合型-偏股,XINHUAYOUXUANXIAOFEIHUNHE
21920,519152,XHCZTLZQFQA,新华纯债添利债券发起A,债券型-长债,XINHUACHUNZHAITIANLIZHAIQUANFAQIA
21921,519153,XHCZTLZQFQC,新华纯债添利债券发起C,债券型-长债,XINHUACHUNZHAITIANLIZHAIQUANFAQIC
21922,519156,XHHYLHPZHHA,新华行业灵活配置混合A,混合型-灵活,XINHUAHANGYELINGHUOPEIZHIHUNHEA
21923,519157,XHHYLHPZHHC,新华行业灵活配置混合C,混合型-灵活,XINHUAHANGYELINGHUOPEIZHIHUNHEC
21924,519158,XHQSLHHH,新华趋势领航混合,混合型-偏股,XINHUAQUSHILINGHANGHUNHE
21925,519160,XHAXHJDQZQA,新华安享惠金定期债券A,债券型-混合一级,XINHUAANXIANGHUIJINDINGQIZHAIQUANA
21926,519161,XHAXHJDQZQC,新华安享惠金定期债券C,债券型-混合一级,XINHUAANXIANGHUIJINDINGQIZHAIQUANC
21927,519162,XHZYZQA,新华增怡债券A,债券型-混合二级,XINHUAZENGYIZHAIQUANA
21928,519163,XHZYZQC,新华增怡债券C,债券型-混合二级,XINHUAZENGYIZHAIQUANC
21929,519170,PYASZZDLHHA,浦银安盛增长动力混合A,混合型-灵活,PUYINANSHENGZENGZHANGDONGLIHUNHEA
21930,519171,PYASYLJKHHA,浦银安盛医疗健康混合A,混合型-灵活,PUYINANSHENGYILIAOJIANKANGHUNHEA
21931,519172,PYASRZJXHHA,浦银安盛睿智精选混合A,混合型-灵活,PUYINANSHENGRUIZHIJINGXUANHUNHEA
21932,519173,PYASRZJXHHC,浦银安盛睿智精选混合C,混合型-灵活,PUYINANSHENGRUIZHIJINGXUANHUNHEC
21933,519175,PYJJDJQHHA,浦银经济带崛起混合A,混合型-灵活,PUYINJINGJIDAIJUEQIHUNHEA
21934,519176,PYASXFSJHHC,浦银安盛消费升级混合C,混合型-灵活,PUYINANSHENGXIAOFEISHENGJIHUNHEC
21935,519177,PYSSC,浦银盛世C,混合型-灵活,PUYINSHENGSHIC
21936,519180,WJ180ZSA,万家180指数A,指数型-股票,WANJIA180ZHISHUA
21937,519181,WJHXZZHHA,万家和谐增长混合A,混合型-灵活,WANJIAHEXIEZENGZHANGHUNHEA
21938,519182,WJHXZZHHA,万家和谐增长混合A(后端),混合型-灵活,WANJIAHEXIEZENGZHANGHUNHEA
21939,519183,WJSYQLHPZHHA,万家双引擎灵活配置混合A,混合型-灵活,WANJIASHUANGYINQINGLINGHUOPEIZHIHUNHEA
21940,519185,WJJXHHA,万家精选混合A,混合型-偏股,WANJIAJINGXUANHUNHEA
21941,519186,WJWJZLZQA,万家稳健增利债券A,债券型-混合一级,WANJIAWENJIANZENGLIZHAIQUANA
21942,519187,WJWJZLZQC,万家稳健增利债券C,债券型-混合一级,WANJIAWENJIANZENGLIZHAIQUANC
21943,519188,WJXYHLZQA,万家信用恒利债券A,债券型-混合一级,WANJIAXINYONGHENGLIZHAIQUANA
21944,519189,WJXYHLZQC,万家信用恒利债券C,债券型-混合一级,WANJIAXINYONGHENGLIZHAIQUANC
21945,519190,WJSLZQA,万家双利债券A,债券型-混合二级,WANJIASHUANGLIZHAIQUANA
21946,519191,WJXLLHPZHH,万家新利灵活配置混合,混合型-灵活,WANJIAXINLILINGHUOPEIZHIHUNHE
21947,519193,WJXFCZ,万家消费成长,股票型,WANJIAXIAOFEICHENGZHANG
21948,519195,WJPZSHHHA,万家品质生活混合A,混合型-灵活,WANJIAPINZHISHENGHUOHUNHEA
21949,519196,WJXXLCA,万家新兴蓝筹A,混合型-灵活,WANJIAXINXINGLANCHOUA
21950,519197,WJYDLHPZHHA,万家颐达灵活配置混合A,混合型-灵活,WANJIAYIDALINGHUOPEIZHIHUNHEA
21951,519198,WJYHLHPZHHA,万家颐和灵活配置混合A,混合型-灵活,WANJIAYIHELINGHUOPEIZHIHUNHEA
21952,519199,WJJXZDZA,万家家享中短债A,债券型-中短债,WANJIAJIAXIANGZHONGDUANZHAIA
21953,519206,WJNNHRA,万家年年恒荣A,债券型-混合一级,WANJIANIANNIANHENGRONGA
21954,519207,WJNNHRC,万家年年恒荣C,债券型-混合一级,WANJIANIANNIANHENGRONGC
21955,519212,WJHGZSDCLHHA,万家宏观择时多策略混合A,混合型-灵活,WANJIAHONGGUANZESHIDUOCELUEHUNHEA
21956,519220,HFTJLZQ,海富通聚利债券,债券型-长债,HAIFUTONGJULIZHAIQUAN
21957,519221,HFTXYHHC,海富通欣益混合C,混合型-灵活,HAIFUTONGXINYIHUNHEC
21958,519222,HFTXYHHA,海富通欣益混合A,混合型-灵活,HAIFUTONGXINYIHUNHEA
21959,519223,HFTXRHHC,海富通欣荣混合C,混合型-灵活,HAIFUTONGXINRONGHUNHEC
21960,519224,HFTXRHHA,海富通欣荣混合A,混合型-灵活,HAIFUTONGXINRONGHUNHEA
21961,519225,HFTJLCZZQA,海富通集利纯债债券A,债券型-混合一级,HAIFUTONGJILICHUNZHAIZHAIQUANA
21962,519226,HFTRLZQ,海富通瑞利债券,债券型-长债,HAIFUTONGRUILIZHAIQUAN
21963,519228,HFTXXLHPZHHC,海富通欣享灵活配置混合C,混合型-灵活,HAIFUTONGXINXIANGLINGHUOPEIZHIHUNHEC
21964,519229,HFTXXLHPZHHA,海富通欣享灵活配置混合A,混合型-灵活,HAIFUTONGXINXIANGLINGHUOPEIZHIHUNHEA
21965,519300,DCHS300ZSA,大成沪深300指数A,指数型-股票,DACHENGHUSHEN300ZHISHUA
21966,519301,DCHS300ZSA,大成沪深300指数A(后端),指数型-股票,DACHENGHUSHEN300ZHISHUA
21967,519322,PYASSYDKZA,浦银安盛盛元定开债A,债券型-长债,PUYINANSHENGSHENGYUANDINGKAIZHAIA
21968,519323,PYASSYDKZC,浦银安盛盛元定开债C,债券型-长债,PUYINANSHENGSHENGYUANDINGKAIZHAIC
21969,519324,PYASSXDKZA,浦银安盛盛鑫定开债A,债券型-混合一级,PUYINANSHENGSHENGXINDINGKAIZHAIA
21970,519325,PYASSXDKZC,浦银安盛盛鑫定开债C,债券型-混合一级,PUYINANSHENGSHENGXINDINGKAIZHAIC
21971,519328,PYASSTCZZQA,浦银安盛盛泰纯债债券A,债券型-长债,PUYINANSHENGSHENGTAICHUNZHAIZHAIQUANA
21972,519329,PYASSTCZZQC,浦银安盛盛泰纯债债券C,债券型-长债,PUYINANSHENGSHENGTAICHUNZHAIZHAIQUANC
21973,519330,PYASSYCZZQA,浦银安盛盛跃纯债债券A,债券型-长债,PUYINANSHENGSHENGYUECHUNZHAIZHAIQUANA
21974,519331,PYASSYCZZQC,浦银安盛盛跃纯债债券C,债券型-长债,PUYINANSHENGSHENGYUECHUNZHAIZHAIQUANC
21975,519332,PYASSDCZZQA,浦银安盛盛达纯债债券A,债券型-长债,PUYINANSHENGSHENGDACHUNZHAIZHAIQUANA
21976,519333,PYASSDCZZQC,浦银安盛盛达纯债债券C,债券型-长债,PUYINANSHENGSHENGDACHUNZHAIZHAIQUANC
21977,519334,PYASSQ3GYDKZA,浦银安盛盛勤3个月定开债A,债券型-长债,PUYINANSHENGSHENGQIN3GEYUEDINGKAIZHAIA
21978,519335,PYASSQ3GYDKZC,浦银安盛盛勤3个月定开债C,债券型-长债,PUYINANSHENGSHENGQIN3GEYUEDINGKAIZHAIC
21979,519501,WJHBR,万家货币R,货币型-普通货币,WANJIAHUOBIR
21980,519505,HFTHBA,海富通货币A,货币型-普通货币,HAIFUTONGHUOBIA
21981,519506,HFTHBB,海富通货币B,货币型-普通货币,HAIFUTONGHUOBIB
21982,519507,WJHBB,万家货币B,货币型-普通货币,WANJIAHUOBIB
21983,519508,WJHBA,万家货币A,货币型-普通货币,WANJIAHUOBIA
21984,519509,PYASHBA,浦银安盛货币A,货币型-普通货币,PUYINANSHENGHUOBIA
21985,519510,PYASHBB,浦银安盛货币B,货币型-普通货币,PUYINANSHENGHUOBIB
21986,519511,WJRRXA,万家日日薪A,货币型-普通货币,WANJIARIRIXINA
21987,519512,WJRRXB,万家日日薪B,货币型-普通货币,WANJIARIRIXINB
21988,519513,WJRRXR,万家日日薪R,货币型-普通货币,WANJIARIRIXINR
21989,519516,PYASHBE,浦银安盛货币E,货币型-普通货币,PUYINANSHENGHUOBIE
21990,519517,HTFHBB,汇添富货币B,货币型-普通货币,HUITIANFUHUOBIB
21991,519518,HTFHBA,汇添富货币A,货币型-普通货币,HUITIANFUHUOBIA
21992,519519,HTBRWBZLZQA,华泰柏瑞稳本增利债券A,债券型-混合二级,HUATAIBAIRUIWENBENZENGLIZHAIQUANA
21993,519566,PYASRRYHBA,浦银安盛日日盈货币A,货币型-普通货币,PUYINANSHENGRIRIYINGHUOBIA
21994,519567,PYASRRYHBB,浦银安盛日日盈货币B,货币型-普通货币,PUYINANSHENGRIRIYINGHUOBIB
21995,519568,PYASRRYHBD,浦银安盛日日盈货币D,货币型-普通货币,PUYINANSHENGRIRIYINGHUOBID
21996,519588,JYHBA,交银货币A,货币型-普通货币,JIAOYINHUOBIA
21997,519589,JYHBB,交银货币B,货币型-普通货币,JIAOYINHUOBIB
21998,519601,HFTZGHWHH,海富通中国海外混合,QDII-混合偏股,HAIFUTONGZHONGGUOHAIWAIHUNHE
21999,519606,GTJXGPA,国泰金鑫股票A,股票型,GUOTAIJINXINGUPIAOA
22000,519613,YHJSHHA,银河君尚混合A,混合型-灵活,YINHEJUNSHANGHUNHEA
22001,519614,YHJSHHC,银河君尚混合C,混合型-灵活,YINHEJUNSHANGHUNHEC
22002,519615,YHJSHHI,银河君尚混合I,混合型-灵活,YINHEJUNSHANGHUNHEI
22003,519616,YHJXHHA,银河君信混合A,混合型-灵活,YINHEJUNXINHUNHEA
22004,519617,YHJXHHC,银河君信混合C,混合型-灵活,YINHEJUNXINHUNHEC
22005,519618,YHJXHHI,银河君信混合I,混合型-灵活,YINHEJUNXINHUNHEI
22006,519619,YHJRLHPZHHA,银河君荣灵活配置混合A,混合型-灵活,YINHEJUNRONGLINGHUOPEIZHIHUNHEA
22007,519620,YHJRLHPZHHC,银河君荣灵活配置混合C,混合型-灵活,YINHEJUNRONGLINGHUOPEIZHIHUNHEC
22008,519621,YHJRLHPZHHI,银河君荣灵活配置混合I,混合型-灵活,YINHEJUNRONGLINGHUOPEIZHIHUNHEI
22009,519622,YHJYZQ,银河君怡债券,债券型-长债,YINHEJUNYIZHAIQUAN
22010,519623,YHJYHHA,银河君耀混合A,混合型-灵活,YINHEJUNYAOHUNHEA
22011,519624,YHJYHHC,银河君耀混合C,混合型-灵活,YINHEJUNYAOHUNHEC
22012,519625,YHJSHHA,银河君盛混合A,混合型-灵活,YINHEJUNSHENGHUNHEA
22013,519626,YHJSHHC,银河君盛混合C,混合型-灵活,YINHEJUNSHENGHUNHEC
22014,519627,YHJRHHA,银河君润混合A,混合型-灵活,YINHEJUNRUNHUNHEA
22015,519628,YHJRHHC,银河君润混合C,混合型-灵活,YINHEJUNRUNHUNHEC
22016,519632,YHJH3GYDKZ,银河君辉3个月定开债,债券型-长债,YINHEJUNHUI3GEYUEDINGKAIZHAI
22017,519642,YHZZHHA,银河智造混合A,混合型-灵活,YINHEZHIZAOHUNHEA
22018,519644,YHZLHHA,银河智联混合A,混合型-灵活,YINHEZHILIANHUNHEA
22019,519646,YHXLHHI,银河鑫利混合I,混合型-灵活,YINHEXINLIHUNHEI
22020,519648,YHTLCZI,银河泰利纯债I,债券型-长债,YINHETAILICHUNZHAII
22021,519651,YHZXHHA,银河转型混合A,混合型-灵活,YINHEZHUANXINGHUNHEA
22022,519652,YHXLHHA,银河鑫利混合A,混合型-灵活,YINHEXINLIHUNHEA
22023,519653,YHXLHHC,银河鑫利混合C,混合型-灵活,YINHEXINLIHUNHEC
22024,519654,YHFLZQA,银河丰利债券A,债券型-长债,YINHEFENGLIZHAIQUANA
22025,519655,YHFWHHA,银河服务混合A,混合型-灵活,YINHEFUWUHUNHEA
22026,519656,YHLHPZHHA,银河灵活配置混合A,混合型-灵活,YINHELINGHUOPEIZHIHUNHEA
22027,519657,YHLHPZHHC,银河灵活配置混合C,混合型-灵活,YINHELINGHUOPEIZHIHUNHEC
22028,519660,YHZLZQA,银河增利债券A,债券型-混合二级,YINHEZENGLIZHAIQUANA
22029,519661,YHZLZQC,银河增利债券C,债券型-混合二级,YINHEZENGLIZHAIQUANC
22030,519664,YHMLHHA,银河美丽混合A,混合型-偏股,YINHEMEILIHUNHEA
22031,519665,YHMLHHC,银河美丽混合C,混合型-偏股,YINHEMEILIHUNHEC
22032,519666,YHYXZQB,银河银信债券B,债券型-混合一级,YINHEYINXINZHAIQUANB
22033,519667,YHYXZQA,银河银信债券A,债券型-混合一级,YINHEYINXINZHAIQUANA
22034,519668,YHCZHH,银河成长混合,混合型-偏股,YINHECHENGZHANGHUNHE
22035,519669,YHLXZQA,银河领先债券A,债券型-混合一级,YINHELINGXIANZHAIQUANA
22036,519670,YHHYHHA,银河行业混合A,混合型-偏股,YINHEHANGYEHUNHEA
22037,519671,YHHS300JZZSA,银河沪深300价值指数A,指数型-股票,YINHEHUSHEN300JIAZHIZHISHUA
22038,519672,YHLCHHA,银河蓝筹混合A,混合型-偏股,YINHELANCHOUHUNHEA
22039,519673,YHKLGPA,银河康乐股票A,股票型,YINHEKANGLEGUPIAOA
22040,519674,YHCXCZHHA,银河创新成长混合A,混合型-偏股,YINHECHUANGXINCHENGZHANGHUNHEA
22041,519675,YHTLCZA,银河泰利纯债A,债券型-长债,YINHETAILICHUNZHAIA
22042,519676,YHQHZQ,银河强化债券,债券型-混合二级,YINHEQIANGHUAZHAIQUAN
22043,519677,YHDTB,银河定投宝,指数型-股票,YINHEDINGTOUBAO
22044,519678,YHXFHHA,银河消费混合A,混合型-偏股,YINHEXIAOFEIHUNHEA
22045,519679,YHZTHHA,银河主题混合A,混合型-偏股,YINHEZHUTIHUNHEA
22046,519680,JYZLZQAB,交银增利债券A/B,债券型-混合一级,JIAOYINZENGLIZHAIQUANAB
22047,519681,JYZLZQAB,交银增利债券A/B(后端),债券型-混合一级,JIAOYINZENGLIZHAIQUANAB
22048,519682,JYZLZQC,交银增利债券C,债券型-混合一级,JIAOYINZENGLIZHAIQUANC
22049,519683,JYSLZQAB,交银双利债券A/B,债券型-混合二级,JIAOYINSHUANGLIZHAIQUANAB
22050,519684,JYSLZQAB,交银双利债券A/B(后端),债券型-混合二级,JIAOYINSHUANGLIZHAIQUANAB
22051,519685,JYSLZQC,交银双利债券C,债券型-混合二级,JIAOYINSHUANGLIZHAIQUANC
22052,519686,JYSZ180GSZLLJ,交银上证180公司治理联接,指数型-股票,JIAOYINSHANGZHENG180GONGSIZHILILIANJIE
22053,519687,JYSZ180GSZLLJ,交银上证180公司治理联接(后端),指数型-股票,JIAOYINSHANGZHENG180GONGSIZHILILIANJIE
22054,519688,JYJXHH,交银精选混合,混合型-偏股,JIAOYINJINGXUANHUNHE
22055,519689,JYJXHH,交银精选混合(后端),混合型-偏股,JIAOYINJINGXUANHUNHE
22056,519690,JYWJPZHH,交银稳健配置混合,混合型-灵活,JIAOYINWENJIANPEIZHIHUNHE
22057,519691,JYWJPZHH,交银稳健配置混合(后端),混合型-灵活,JIAOYINWENJIANPEIZHIHUNHE
22058,519692,JYCZHHA,交银成长混合A,混合型-偏股,JIAOYINCHENGZHANGHUNHEA
22059,519693,JYCZHHA,交银成长混合A(后端),混合型-偏股,JIAOYINCHENGZHANGHUNHEA
22060,519694,JYLCHH,交银蓝筹混合,混合型-偏股,JIAOYINLANCHOUHUNHE
22061,519695,JYLCHH,交银蓝筹混合(后端),混合型-偏股,JIAOYINLANCHOUHUNHE
22062,519696,JYHQJXHHQDII,交银环球精选混合(QDII),QDII-混合偏股,JIAOYINHUANQIUJINGXUANHUNHEQDII
22063,519697,JYYSHYHH,交银优势行业混合,混合型-灵活,JIAOYINYOUSHIHANGYEHUNHE
22064,519698,JYXFHHA,交银先锋混合A,混合型-偏股,JIAOYINXIANFENGHUNHEA
22065,519699,JYXFHHA,交银先锋混合A(后端),混合型-偏股,JIAOYINXIANFENGHUNHEA
22066,519700,JYZTYXHHA,交银主题优选混合A,混合型-灵活,JIAOYINZHUTIYOUXUANHUNHEA
22067,519701,JYZTYXHHA,交银主题优选混合A(后端),混合型-灵活,JIAOYINZHUTIYOUXUANHUNHEA
22068,519702,JYQSHHA,交银趋势混合A,混合型-偏股,JIAOYINQUSHIHUNHEA
22069,519703,JYQSHHA,交银趋势混合A(后端),混合型-偏股,JIAOYINQUSHIHUNHEA
22070,519704,JYXJZZHHA,交银先进制造混合A,混合型-偏股,JIAOYINXIANJINZHIZAOHUNHEA
22071,519705,JYXJZZHHA,交银先进制造混合A(后端),混合型-偏股,JIAOYINXIANJINZHIZAOHUNHEA
22072,519706,JYSZ300JZETFLJ,交银深证300价值ETF联接,指数型-股票,JIAOYINSHENZHENG300JIAZHIETFLIANJIE
22073,519707,JYSZ300JZETFLJ,交银深证300价值ETF联接(后端),指数型-股票,JIAOYINSHENZHENG300JIAZHIETFLIANJIE
22074,519710,JYCLHBLHPZHH,交银策略回报灵活配置混合,混合型-灵活,JIAOYINCELUEHUIBAOLINGHUOPEIZHIHUNHE
22075,519712,JYAEFHXHHA,交银阿尔法核心混合A,混合型-偏股,JIAOYINAERFAHEXINHUNHEA
22076,519713,JYAEFHXHHA,交银阿尔法核心混合A(后端),混合型-偏股,JIAOYINAERFAHEXINHUNHEA
22077,519714,JYXFXQDGP,交银消费新驱动股票,股票型,JIAOYINXIAOFEIXINQUDONGGUPIAO
22078,519715,JYXFXQDGP,交银消费新驱动股票(后端),股票型,JIAOYINXIAOFEIXINQUDONGGUPIAO
22079,519717,JYSLDZGDJXYZ,交银施罗德中高等级信用债,债券型-长债,JIAOYINSHILUODEZHONGGAODENGJIXINYONGZHAI
22080,519718,JYCZZQFQA,交银纯债债券发起A,债券型-长债,JIAOYINCHUNZHAIZHAIQUANFAQIA
22081,519719,JYCZZQFQA,交银纯债债券发起A(后端),债券型-长债,JIAOYINCHUNZHAIZHAIQUANFAQIA
22082,519720,JYCZZQFQC,交银纯债债券发起C,债券型-长债,JIAOYINCHUNZHAIZHAIQUANFAQIC
22083,519722,JYYHCZZQ,交银裕惠纯债债券,债券型-长债,JIAOYINYUHUICHUNZHAIZHAIQUAN
22084,519723,JYSLDZQAB,交银双轮动债券A/B,债券型-长债,JIAOYINSHUANGLUNDONGZHAIQUANAB
22085,519724,JYSLDZQAB,交银双轮动债券A/B(后端),债券型-长债,JIAOYINSHUANGLUNDONGZHAIQUANAB
22086,519725,JYSLDZQC,交银双轮动债券C,债券型-长债,JIAOYINSHUANGLUNDONGZHAIQUANC
22087,519726,JYWGSYZQA,交银稳固收益债券A,债券型-混合二级,JIAOYINWENGUSHOUYIZHAIQUANA
22088,519727,JYCZ30HH,交银成长30混合,混合型-偏股,JIAOYINCHENGZHANG30HUNHE
22089,519728,JYCZ30HH,交银成长30混合(后端),混合型-偏股,JIAOYINCHENGZHANG30HUNHE
22090,519730,JYDQZFYYFZQA,交银定期支付月月丰债券A,债券型-混合二级,JIAOYINDINGQIZHIFUYUEYUEFENGZHAIQUANA
22091,519731,JYDQZFYYFZQC,交银定期支付月月丰债券C,债券型-混合二级,JIAOYINDINGQIZHIFUYUEYUEFENGZHAIQUANC
22092,519732,JYDQZFSXPHHH,交银定期支付双息平衡混合,混合型-平衡,JIAOYINDINGQIZHIFUSHUANGXIPINGHENGHUNHE
22093,519733,JYQHHBZQAB,交银强化回报债券A/B,债券型-混合二级,JIAOYINQIANGHUAHUIBAOZHAIQUANAB
22094,519734,JYQHHBZQAB,交银强化回报债券A/B(后端),债券型-混合二级,JIAOYINQIANGHUAHUIBAOZHAIQUANAB
22095,519735,JYQHHBZQC,交银强化回报债券C,债券型-混合二级,JIAOYINQIANGHUAHUIBAOZHAIQUANC
22096,519736,JYXCZHH,交银新成长混合,混合型-偏股,JIAOYINXINCHENGZHANGHUNHE
22097,519737,JYXCZHH,交银新成长混合(后端),混合型-偏股,JIAOYINXINCHENGZHANGHUNHE
22098,519738,JYZQHBLHPZHHA,交银周期回报灵活配置混合A,混合型-灵活,JIAOYINZHOUQIHUIBAOLINGHUOPEIZHIHUNHEA
22099,519739,JYZQHBLHPZHHA,交银周期回报灵活配置混合A(后端),混合型-灵活,JIAOYINZHOUQIHUIBAOLINGHUOPEIZHIHUNHEA
22100,519740,JYFYSYZQA,交银丰盈收益债券A,债券型-长债,JIAOYINFENGYINGSHOUYIZHAIQUANA
22101,519743,JYFRSYZQAB,交银丰润收益债券A/B,债券型-长债,JIAOYINFENGRUNSHOUYIZHAIQUANAB
22102,519745,JYFRSYZQC,交银丰润收益债券C,债券型-长债,JIAOYINFENGRUNSHOUYIZHAIQUANC
22103,519746,JYFXSYZQA,交银丰享收益债券A,债券型-长债,JIAOYINFENGXIANGSHOUYIZHAIQUANA
22104,519748,JYFXSYZQC,交银丰享收益债券C,债券型-长债,JIAOYINFENGXIANGSHOUYIZHAIQUANC
22105,519752,JYXHBLHPZHHA,交银新回报灵活配置混合A,混合型-灵活,JIAOYINXINHUIBAOLINGHUOPEIZHIHUNHEA
22106,519753,JYAXSYZQA,交银安心收益债券A,债券型-混合二级,JIAOYINANXINSHOUYIZHAIQUANA
22107,519755,JYDCLHBLHPZHHA,交银多策略回报灵活配置混合A,混合型-灵活,JIAOYINDUOCELUEHUIBAOLINGHUOPEIZHIHUNHEA
22108,519756,JYGQGGLHPZHHA,交银国企改革灵活配置混合A,混合型-灵活,JIAOYINGUOQIGAIGELINGHUOPEIZHIHUNHEA
22109,519759,JYZQHBLHPZHHC,交银周期回报灵活配置混合C,混合型-灵活,JIAOYINZHOUQIHUIBAOLINGHUOPEIZHIHUNHEC
22110,519760,JYXHBLHPZHHC,交银新回报灵活配置混合C,混合型-灵活,JIAOYINXINHUIBAOLINGHUOPEIZHIHUNHEC
22111,519761,JYDCLHBLHPZHHC,交银多策略回报灵活配置混合C,混合型-灵活,JIAOYINDUOCELUEHUIBAOLINGHUOPEIZHIHUNHEC
22112,519762,JYYTCZZQA,交银裕通纯债债券A,债券型-长债,JIAOYINYUTONGCHUNZHAIZHAIQUANA
22113,519763,JYYTCZZQC,交银裕通纯债债券C,债券型-长债,JIAOYINYUTONGCHUNZHAIZHAIQUANC
22114,519766,JYRXLHPZHHA,交银荣鑫灵活配置混合A,混合型-灵活,JIAOYINRONGXINLINGHUOPEIZHIHUNHEA
22115,519767,JYKJCXLHPZHHA,交银科技创新灵活配置混合A,混合型-灵活,JIAOYINKEJICHUANGXINLINGHUOPEIZHIHUNHEA
22116,519768,JYYXHBLHPZHHA,交银优选回报灵活配置混合A,混合型-灵活,JIAOYINYOUXUANHUIBAOLINGHUOPEIZHIHUNHEA
22117,519769,JYYXHBLHPZHHC,交银优选回报灵活配置混合C,混合型-灵活,JIAOYINYOUXUANHUIBAOLINGHUOPEIZHIHUNHEC
22118,519770,JYYZHBLHPZHHA,交银优择回报灵活配置混合A,混合型-灵活,JIAOYINYOUZEHUIBAOLINGHUOPEIZHIHUNHEA
22119,519771,JYYZHBLHPZHHC,交银优择回报灵活配置混合C,混合型-灵活,JIAOYINYOUZEHUIBAOLINGHUOPEIZHIHUNHEC
22120,519772,JYXSHLLHPZHH,交银新生活力灵活配置混合,混合型-灵活,JIAOYINXINSHENGHUOLILINGHUOPEIZHIHUNHE
22121,519773,JYSJCYLHPZHHA,交银数据产业灵活配置混合A,混合型-灵活,JIAOYINSHUJUCHANYELINGHUOPEIZHIHUNHEA
22122,519776,JYYYCZZQA,交银裕盈纯债债券A,债券型-长债,JIAOYINYUYINGCHUNZHAIZHAIQUANA
22123,519777,JYYYCZZQC,交银裕盈纯债债券C,债券型-长债,JIAOYINYUYINGCHUNZHAIZHAIQUANC
22124,519778,JYJJXDLHHA,交银经济新动力混合A,混合型-灵活,JIAOYINJINGJIXINDONGLIHUNHEA
22125,519779,JYHGSJZJXHH,交银沪港深价值精选混合,混合型-灵活,JIAOYINHUGANGSHENJIAZHIJINGXUANHUNHE
